정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
라이크홈기숙사앞,39995,922,54,922,54,0,32
라이크홈기숙사앞,39996,30,517,30,517,0,18
라이프쇼핑앞,35070,6082,6076,6019,6076,63,405
라이프아파트,35060,106,5961,104,5961,2,202
라이프아파트,35062,13808,93,13733,93,75,463
"래미안아파트,파이낸셜뉴스",22905,6681,4234,6681,4234,0,363
래미안아파트파이낸셜뉴스,31072,1195,2511,1195,2511,0,123
래미안아파트파이낸셜뉴스,32002,3062,2013,3062,2013,0,169
랜드마크시티1호수변공원,38767,245,202,245,202,0,14
랜드마크시티센트럴더샵,38636,131,4384,131,4384,0,150
랜드마크시티센트럴더샵(106동),38665,1374,8626,1374,8626,0,333
랜드마크시티센트럴더샵(106동),38666,8988,1207,8980,1207,8,339
랜드마크시티센트럴더샵(203동),38645,15378,1318,15378,1318,0,556
랜드마크시티센트럴더샵(203동),38650,1316,13677,1316,13677,0,499
럭키아파트,23488,251,124,251,124,0,12
럭키아파트,38115,4726,192,4726,192,0,163
럭키아파트,38132,788,8422,788,8422,0,307
레이크파크,42840,1390,4438,1385,4438,5,194
레전드호텔,35639,1516,1462,1516,1462,0,99
레전드호텔,35640,47,369,47,369,0,13
레지던스라이크홈,92012,502,5540,502,5540,0,201
로봇랜드입구,89022,3759,70,3758,70,1,127
로봇랜드입구,89023,5,2489,5,2489,0,83
로봇타워,89301,15,486,15,486,0,16
로봇타워,89302,675,53,675,53,0,24
로얄금속,40599,5754,3682,5746,3682,8,314
로얄아파트,37247,32728,16930,32706,16930,22,1655
로얄아파트,37424,688,276,679,276,9,32
로얄타운,42047,1926,3138,1916,3138,10,168
로얄호텔,43542,3,28,3,28,0,1
로얄호텔,43878,14,18,14,18,0,1
롯데마트,35108,3259,4280,3259,4280,0,251
롯데마트,41390,682,12,682,12,0,23
롯데마트,41391,29,2550,28,2550,1,85
롯데마트,42829,19958,9756,19958,9756,0,990
롯데마트,42838,9713,21958,9713,21958,0,1055
롯데마트계양점(고용복지센터),41227,24786,16424,24739,16424,47,1373
롯데마트계양점(고용복지센터),41424,10594,18018,10585,18018,9,953
롯데마트송도점,38523,2725,693,2725,693,0,113
롯데몰.김포공항,25174,401,1420,400,1420,1,60
롯데백화점(인천터미널),37513,167664,155182,167561,155182,103,10761
롯데백화점(인천터미널),39588,159188,113951,159094,113951,94,9104
롯데슈퍼,38072,8645,3264,8643,3264,2,396
롯데슈퍼,38074,2962,7118,2951,7118,11,336
롯데슈퍼,42206,2389,4350,2388,4350,1,224
롯데슈퍼,42207,6797,2309,6795,2309,2,303
롯데아파트,38110,7406,9279,7398,9279,8,556
롯데우람아파트,42152,4572,6958,4566,6958,6,384
롯데우람아파트,42603,3399,5083,3378,5083,21,282
롯데월드타워,37327,2569,5036,2569,5036,0,253
롯데캐슬,39795,506,270,506,270,0,25
롯데캐슬,39796,2845,1276,2845,1276,0,137
롯데캐슬,39797,573,82,573,82,0,21
롯데캐슬,39798,165,623,165,623,0,26
롯데캐슬,42835,7889,6086,7887,6086,2,465
롯데캐슬,42884,4763,9478,4763,9478,0,474
롯데캐슬,42999,852,3001,852,3001,0,128
롯데캐슬.모래내시장,39309,56527,20891,56440,20891,87,2580
롯데캐슬·모래내시장·구월시장,39310,29871,53739,29849,53739,22,2787
롯데캐슬캠퍼스타운,39977,17,834,17,834,0,28
롯데캐슬캠퍼스타운,39978,2764,2636,2764,2636,0,180
롯데캐슬후문,39285,4363,4326,4355,4326,8,289
루에블리아파트,89283,2897,4406,2896,4406,1,243
루에블리아파트,89284,6110,6077,6107,6077,3,406
루원더퍼스트아파트,89107,3830,6679,3830,6679,0,350
루원더퍼스트아파트,89108,9097,1906,9095,1906,2,366
루원더퍼스트아파트105동앞,89378,173,1136,173,1136,0,43
루원숲속마을,89383,456,1422,452,1422,4,62
루원숲속마을,89384,4,493,4,493,0,16
루원시티2차리더스뷰아파트,89072,13487,13703,13474,13703,13,906
루원시티사거리,89076,1601,1224,1599,1224,2,94
루원시티사거리,89077,335,1750,334,1750,1,69
루원시티프라디움,89150,13732,3760,13728,3760,4,583
루원시티프라디움105동,89308,9454,9798,9442,9798,12,641
루원시티프라디움105동,89309,2840,6131,2840,6131,0,299
루원이편한세상하늘채(107동),42225,13098,17200,13080,17200,18,1009
루원이편한세상하늘채(112동),42721,4018,2053,4015,2053,3,202
루원이편한세상하늘채(125동),42216,5556,2726,5540,2726,16,276
루원제일풍경채정문앞,89040,3583,10906,3581,10906,2,482
루원중학교,89493,1215,312,1215,312,0,50
루원중학교,89494,33,847,33,847,0,29
루원지웰시티푸르지오,42228,8478,8424,8454,8424,24,563
루원호반베르디움,89149,4333,11761,4330,11761,3,536
루원호반베르디움104동,89368,1031,1524,1031,1524,0,85
리안월드입구,90177,41,38,41,38,0,2
리안월드입구,90178,22,22,22,22,0,1
린나이코리아,40011,3,347,3,347,0,11
린나이코리아,40012,490,0,490,0,0,16
린스트라우스,42881,7769,3296,7768,3296,1,368
린스트라우스정문,42795,6397,3861,6397,3861,0,341
린스트리우스,42831,3412,3296,3412,3296,0,223
마그네,43028,199,223,199,223,0,14
마그네다리,43158,246,206,246,206,0,15
마그네다리,43900,46,11,46,11,0,1
마그네사거리,43029,346,312,342,312,4,21
마그네사거리,43030,409,467,405,467,4,29
마니교통차고지,89496,349,136,347,136,2,16
마니산상회,43417,82,46,81,46,1,4
마니산상회,43443,40,42,40,42,0,2
마니산입구,43102,205,513,205,513,0,23
마니산입구,43103,699,291,695,291,4,33
마당개,35681,51,53,47,53,4,3
마당개,35697,76,22,75,22,1,3
마린월드,70004,913,171,902,171,11,36
마린월드,70029,11,89,1,89,10,3
마미,43747,31,29,31,29,0,2
마미,43765,7,13,7,13,0,0
마송,80131,938,4452,938,4452,0,179
마송,80132,3723,721,3723,721,0,148
마시란,35424,140,355,140,355,0,16
마시란,35425,323,70,323,70,0,13
마을금고,40528,1086,5051,1086,5051,0,204
마을회관,43314,23,1,23,1,0,0
마을회관,43773,0,16,0,16,0,0
마을회관입구,35024,388,2281,386,2281,2,88
마을회관입구,35402,1061,108,1054,108,7,38
마장공원,40286,6496,27,6472,27,24,217
마장포,35679,19,14,19,14,0,1
마장포,35699,266,58,247,58,19,10
마장포고개,35677,31,50,31,50,0,2
마장포고개,35701,59,25,59,25,0,2
마전고등학교,42752,93,7378,93,7378,0,249
마전고등학교,42753,6064,210,6064,210,0,209
마전역,42412,3286,8379,3286,8379,0,388
마전역,42413,19892,5063,19892,5063,0,831
마전주공아파트,42420,26,150,21,150,5,5
마전지구대원아파트,42481,6253,64,6253,64,0,210
마전지구대원아파트,89446,26,5440,26,5440,0,182
마전지구버스차고지,89259,4014,44,4014,44,0,135
마전지구버스차고지,89345,60,2657,60,2657,0,90
마전초등학교,42408,4861,5407,4861,5407,0,342
마포역,14001,0,528,0,528,0,17
마포역,14002,473,0,473,0,0,15
막촌,43460,424,18,403,18,21,14
막촌,43776,0,183,0,183,0,6
만석동행정복지센터,36046,3964,1512,3940,1512,24,182
만석부두,36076,485,3244,485,3244,0,124
만석부두,36079,4909,1615,4900,1615,9,217
만석비치타운,36106,637,5747,637,5747,0,212
만석비치타운,36126,1799,1673,1796,1673,3,115
만석삼거리,36185,2532,6906,2492,6906,40,314
만석삼거리,36186,969,1441,967,1441,2,80
만석주공,36057,13820,2319,13797,2319,23,537
만석초등학교,36056,555,240,549,240,6,26
만석초등학교,36187,1,57,1,57,0,1
만수1동행정복지센터,39294,12452,5289,12450,5289,2,591
만수2동행정복지센터·포레시안,39731,16566,9826,16566,9826,0,879
만수2동행정복지센터·포레시안,39735,10450,11750,10450,11750,0,740
만수3동주민센터,39425,19678,25292,19627,25292,51,1499
만수3동주민센터,39427,30983,12924,30935,12924,48,1463
만수3동주민센터,39544,486,114,476,114,10,20
만수3동주민센터,39545,70,1065,66,1065,4,37
만수4동주민센터,39452,6996,7022,6966,7022,30,467
만수4동주민센터,39454,6616,11753,6603,11753,13,612
만수6동주민센터입구,39277,4686,12743,4684,12743,2,580
만수7.8단지앞,39497,917,2170,917,2170,0,102
만수7.8단지앞,39635,2720,3313,2720,3313,0,201
만수북중학교,39468,1102,1691,1102,1691,0,93
만수북중학교,39469,2086,584,2086,584,0,89
만수북초등학교,39420,6304,4744,6291,4744,13,368
만수소방서,39428,8761,15585,8732,15585,29,811
만수소방서,39433,33902,12771,33849,12771,53,1555
만수신동아아파트·동인천고,39485,9913,9877,9359,9877,554,659
만수신동아아파트·동인천고,39578,380,21,371,21,9,13
만수역,39385,2533,55,2533,55,0,86
만수역,39388,321,17619,308,17619,13,598
만수종합시장,39451,28547,10057,28419,10057,128,1286
만수종합시장,39592,9257,22161,9204,22161,53,1047
만수주공1단지,39401,3122,3296,3122,3296,0,213
만수주공320동앞,39431,1525,1770,1525,1770,0,109
만수주공4단지,39440,7923,5376,7913,5376,10,443
만수주공4단지,39443,9984,9364,9969,9364,15,644
만수주공정문,39408,10521,8188,10496,8188,25,623
만수주공정문,39410,3168,3321,3157,3321,11,216
만수주공후문,39435,4580,10324,4567,10324,13,496
만수주공후문,39438,13458,3960,13409,3960,49,580
만수중(대토단지),39400,230,1328,230,1328,0,51
만수중학교후문,39745,88,864,88,864,0,31
만수초등학교,39303,1919,5100,1919,5100,0,233
만수초등학교,39307,723,990,720,990,3,57
만수치안센터,39455,840,510,840,510,0,45
만월종합사회복지관,92065,4,1626,3,1626,1,54
만월중학교,39962,2217,302,2217,302,0,83
만월중학교,39963,91,2613,91,2613,0,90
만의골입구,39666,99,92,99,92,0,6
만의골입구,39672,10,193,10,193,0,6
만정낚시터,35682,142,46,140,46,2,6
만정낚시터,35696,12,70,12,70,0,2
만정낚시터입구,35683,59,56,58,56,1,3
만정낚시터입구,35695,72,78,69,78,3,5
망양돈대,90224,1,34,0,34,1,1
망양돈대,90225,11,4,11,4,0,0
망월3리,43332,220,166,210,166,10,12
망월3리,43580,0,39,0,39,0,1
망월입구,43117,6,0,6,0,0,0
망월입구,43576,9,42,9,42,0,1
망월입구,43790,7,22,6,22,1,0
망월종점,43788,21,13,20,13,1,1
매음1리마을회관,90173,19,31,18,31,1,1
매음1리마을회관,90174,45,5,45,5,0,1
매음3리마을회관(민머루),90321,15,10,15,10,0,0
매음3리마을회관(민머루),90322,8,4,8,4,0,0
매제미고개,43837,21,11,21,11,0,1
매제미고개,43988,0,7,0,7,0,0
먼우금사거리,38114,6716,5166,6698,5166,18,396
먼우금초등학교,38021,3242,10631,3242,10631,0,462
메이루즈커낼파크뷰,42747,3319,9563,3317,9563,2,429
메이루즈커낼파크뷰,42762,10012,3704,10009,3704,3,457
메이루즈커낼파크뷰정문,42794,3890,4078,3890,4078,0,265
메제미,43302,158,24,155,24,3,6
메제미,43598,23,167,23,167,0,6
면사무소입구,90018,10,179,10,179,0,6
면사무소입구,90019,130,16,123,16,7,4
면허시험장,39006,2242,2047,2242,2047,0,142
명가빌라(회차),37553,2667,2235,2648,2235,19,163
명보주택앞,43979,2,15,1,15,1,0
명보주택앞,43984,34,15,33,15,1,1
명신여자고등학교,40289,17771,5039,17768,5039,3,760
명신여자고등학교,40291,5404,12041,5393,12041,11,581
명신초등학교,43394,100,6,100,6,0,3
명신초등학교,43803,5,96,5,96,0,3
명진부페,43632,24,12,23,12,1,1
명현중학교,41405,2660,7881,2660,7881,0,351
명현초등학교,41559,6060,1795,6060,1795,0,261
명현초등학교,41560,1441,4547,1441,4547,0,199
명현초등학교(효성지구대),41069,11,932,5,932,6,31
모다아울렛,89190,2300,2995,2298,2995,2,176
모래내시장,39295,15206,12771,15192,12771,14,932
모래내시장,39298,12387,11087,12372,11087,15,782
모래내시장,39344,6328,5810,6328,5810,0,404
모래내시장,39350,11509,13346,11492,13346,17,828
모래내시장역(1번출구),39338,11358,9680,11338,9680,20,701
모래내시장역(2번출구),39909,9900,12226,9888,12226,12,737
모래내시장역(3번출구),39339,35990,34169,35933,34169,57,2338
모래내시장역(4번출구),39335,2234,6522,2222,6522,12,291
모래방죽사거리,89228,1937,1195,1937,1195,0,104
모래방죽사거리,89229,3265,3455,3263,3455,2,224
모름말,90255,6,0,6,0,0,0
모름말,90311,2,12,2,12,0,0
모리부락입구,90304,9,0,9,0,0,0
모아아파트,70033,263,704,263,704,0,32
모아아파트.세종프라자,70034,582,291,582,291,0,29
모현,43659,3,305,3,305,0,10
모현,43689,269,7,267,7,2,9
목감IC진입(미정차),70226,4,0,4,0,0,0
목개마을,90153,2,12,2,12,0,0
목개마을,90154,29,12,29,12,0,1
목너머,35863,59,24,59,24,0,2
목너머,35864,19,40,19,40,0,1
목련어린이집,40824,10461,3638,10448,3638,13,469
목비고개,43032,52,180,52,180,0,7
목비고개,43272,257,112,255,112,2,12
목상교입구,41493,33,5,33,5,0,1
목상교입구,41519,3,25,3,25,0,0
목상교차로,41636,11,399,11,399,0,13
목상교차로,41637,219,2999,217,2999,2,107
목상동(새봄농원입구),41323,0,55,0,55,0,1
목상동(새봄농원입구),41324,49,15,47,15,2,2
목상동마을입구,41318,1,204,1,204,0,6
목상동마을입구,41517,146,9,146,9,0,5
목상동솔밭.이주단지입구,41316,1516,106,1514,106,2,54
목상동솔밭.이주단지입구,41317,126,1039,126,1039,0,38
목장앞,43503,1,4,1,4,0,0
목장앞,43688,3,2,3,2,0,0
목재단지,42036,496,550,496,550,0,34
목재부두사거리,42949,5,337,5,337,0,11
목재부두사거리,42960,79,32,79,32,0,3
목화빌라,37545,1,430,1,430,0,14
목화예식장,39446,15818,13730,15818,13730,0,984
목화예식장,39448,13481,19569,13447,19569,34,1101
무내미마을,39496,1279,1005,1275,1005,4,76
무내미마을,40106,194,4983,193,4983,1,172
무선내,44199,12,23,12,23,0,1
무의공영주차장,35871,39,19,39,19,0,1
무의도입구,35001,3365,266,3364,266,1,121
무의도입구,35002,475,3703,475,3703,0,139
무의도주민자치센터,35738,410,35,407,35,3,14
무의도주민자치센터,35739,54,231,54,231,0,9
무지개.한양8차아파트,40271,6597,3882,6597,3882,0,349
무지개.한양8차아파트,40276,5964,9608,5964,9608,0,519
무지개아파트,38366,3714,2741,3705,2741,9,215
무지개아파트(동남아파트),38042,6417,999,6403,999,14,247
무학리입구,90276,43,33,42,33,1,2
묵골,43498,31,11,28,11,3,1
묵골,43684,9,28,8,28,1,1
문남마을,38250,8285,5152,8285,5152,0,447
문남초등학교,38214,2409,2197,2409,2197,0,153
문남초등학교,38216,2477,3518,2477,3518,0,199
문말3거리,44084,33,0,33,0,0,1
문말삼거리,44001,305,14,305,14,0,10
문말삼거리,44002,25,260,25,260,0,9
문산교회앞,43340,17,43,13,43,4,2
문산교회앞,43589,44,27,38,27,6,2
문산리마을회관,43101,103,371,98,371,5,15
문일여고·하우스토리만수아파트,39313,1410,4175,1409,4175,1,186
문일여고·하우스토리만수아파트,39314,5701,901,5699,901,2,220
문일여자고등학교후문,39685,2505,3529,2496,3529,9,201
문학경기장(X게임장),37643,63,297,63,297,0,12
문학경기장(박태환수영장),38310,4039,2645,4036,2645,3,222
문학경기장(박태환수영장),38311,1270,4822,1262,4822,8,203
문학경기장(박태환수영장),38329,1640,1405,1640,1405,0,101
문학경기장(박태환수영장),38423,882,1663,876,1663,6,84
문학경기장(야구장),37144,7165,13069,7160,13069,5,674
문학경기장(월드컵경기장),37157,6256,10682,6248,10682,8,564
문학경로당,37087,4976,3004,4976,3004,0,266
문학경로당,37088,4376,3466,4376,3466,0,261
문학고개,37056,2802,2543,2801,2543,1,178
문학고개,37057,2750,3302,2750,3302,0,201
문학고개,37101,3663,4127,3640,4127,23,259
문학우체국,37520,4000,4710,4000,4710,0,290
문학우체국,37521,4860,3119,4860,3119,0,265
문학정보고입구,37107,4335,5719,4335,5719,0,335
문학정보고입구,37108,6290,2547,6290,2547,0,294
문학초등학교,37105,18823,8086,18762,8086,61,896
문학초등학교,37110,8335,14921,8331,14921,4,775
문현,43005,89,77,88,77,1,5
문현,43164,59,49,59,49,0,3
문현,43195,170,15,167,15,3,6
문현,43321,7,155,7,155,0,5
문화교회,40173,392,253,392,253,0,21
문화교회,40174,10244,11410,10232,11410,12,721
문화예술회관,39197,2961,5358,2950,5358,11,277
문화예술회관,39199,695,607,694,607,1,43
물류단지D블럭앞,35604,355,5,355,5,0,12
물류단지F블럭앞,35603,4,425,4,425,0,14
미관광장,38508,26,141,26,141,0,5
미관광장,38512,18,64,18,64,0,2
미단교회사거리,35664,3,4,3,4,0,0
미단교회사거리,35665,2,5,2,5,0,0
미도아파트,37446,1167,1484,1167,1484,0,88
미도아파트,41027,9620,3081,9597,3081,23,423
미도아파트,41028,3648,9271,3635,9271,13,430
미래빌라,36088,6653,889,6647,889,6,251
미래빌라,36089,1535,4889,1535,4889,0,214
미래타운1.2단지,40683,3489,19016,3489,19016,0,750
미래타운1.2단지,40684,14434,2413,14434,2413,0,561
미래타운5단지,40672,990,3567,990,3567,0,151
미래타운5단지501동,40662,6009,214,6009,214,0,207
미래타운5단지505동,40669,5416,3000,5416,3000,0,280
미래테크원,92015,2595,1071,2595,1071,0,122
미루지,43420,20,13,18,13,2,1
미루지,43522,18,15,18,15,0,1
미륭아파트,36138,3142,623,3128,623,14,125
미륭아파트,36139,803,3009,800,3009,3,127
미림극장,36008,3164,8043,3142,8043,22,373
미림극장,36009,9214,2650,9170,2650,44,395
미림극장입구,36141,301,445,292,445,9,24
미산초등학교,40378,7775,8583,7760,8583,15,545
미송초등학교,38654,15179,1332,15178,1332,1,550
미송초등학교(하행),38653,2359,8113,2359,8113,0,349
미주탕,42123,2794,11007,2791,11007,3,460
미주탕,42124,11414,5417,11398,5417,16,561
미추홀경찰서(장미아파트),37524,817,4169,817,4169,0,166
미추홀공원,38368,8495,2890,8476,2890,19,379
미추홀구청,37304,5115,3858,5114,3858,1,299
미추홀구청,37307,1064,2313,1057,2313,7,112
미추홀구청입구,37306,9386,18214,9372,18214,14,920
미추홀구청입구,37312,10019,10695,10001,10695,18,690
미추홀구평생학습관,37073,5976,6329,5976,6329,0,410
미추홀도서관·인천신월초등학교,39270,4067,8310,4065,8310,2,412
미추홀서사거리,37678,274,1176,274,1176,0,48
미추홀아파트,40250,186,509,186,509,0,23
